CustomerId,Segment
15643024,0
15699389,0
15708608,3
15626144,2
15573112,2
15790678,2
15727556,0
15697307,1
15652266,3
15607098,2
15655774,1
15590241,3
15785819,1
15723654,2
15774510,0
15684173,1
15650068,0
15811490,1
15803976,1
15682541,3
15695699,1
15624188,1
15812191,3
15636673,0
15594898,0
15660211,2
15773972,2
15746726,2
15712287,1
15702919,2
15674398,3
15797960,2
15631868,0
15581539,3
15662736,2
15666252,1
15677512,2
15626114,2
15810834,0
15678910,0
15694408,2
15585215,3
15682757,1
15736601,2
15601848,1
15736008,2
15669064,0
15624528,0
15598493,3
15601274,2
15702669,3
15728669,2
15742668,2
15697441,2
15740476,3
15648064,1
15636624,2
15807923,2
15745844,3
15786170,3
15681081,1
15684484,3
15785869,1
15763859,1
15658935,2
15747358,0
15735203,0
15576256,1
15659420,0
15593365,0
15777352,2
15812007,1
15625461,0
15739438,1
15611759,0
15661629,2
15633950,0
15592386,3
15803716,3
15696674,3
15706365,0
15745088,2
15676715,1
15613085,0
15633537,2
15594720,0
15684042,3
15583303,2
15611579,0
15774696,3
15694506,0
15688074,0
15759537,1
15758449,3
15583456,1
15667871,2
15677371,2
15629677,1
15713578,1
15591509,2
15568240,3
15622993,2
15689294,2
15720910,0
15721181,1
15776433,1
15748936,3
15717225,2
15685226,0
15785611,0
15573456,2
15684548,3
15620505,0
15807432,3
15584766,0
15612187,2
15762218,3
15646372,2
15690452,2
15747795,0
15781589,3
15732674,3
15642291,1
15692761,2
15578045,3
15745354,1
15701376,0
15691625,2
15566594,3
15760431,1
15686302,0
15801559,0
15810432,1
15809616,3
15720559,3
15695632,0
15659843,3
15615624,3
15810418,2
15716186,1
15674551,2
15622834,2
15566111,2
15784597,2
15652883,2
15806964,0
15576313,2
15806467,3
15597602,0
15743040,3
15705521,2
15595039,2
15799384,3
15581197,3
15693737,2
15624623,3
15783501,2
15690134,0
15782735,3
15611088,1
15672145,0
15732628,0
15787470,3
15803406,3
15730460,3
15644572,0
15694860,3
15658169,2
15794396,2
15785798,3
15710825,3
15668444,2
15726631,3
15733797,1
15747960,0
15634632,1
15707362,3
15662976,0
15732778,0
15718443,1
15670039,2
15773792,0
15613786,1
15726032,2
15663252,1
15593782,1
15633283,1
15749167,1
15759298,0
15683625,2
15635367,2
15681705,1
15603156,1
15591986,3
15798888,0
15809722,2
15677538,0
15797736,0
15695585,3
15744398,1
15750658,1
15578186,2
15676519,1
15637954,0
15758639,1
15613772,0
15731744,3
15807709,0
15714689,0
15699005,0
15624170,3
15725679,3
15585865,3
15804256,0
15662403,2
15733616,0
15591995,0
15677020,3
15727688,1
15715941,1
15714485,2
15730059,0
15715527,3
15576623,1
15805565,2
15677307,2
15773890,1
15598883,1
15568506,1
15761043,2
15782236,3
15593601,0
15682048,0
15746902,1
15752081,1
15781307,2
15775912,3
15745417,3
15671256,2
15653547,0
15595766,0
15742358,0
15763274,3
15786063,1
15600258,1
15573318,1
15653849,2
15694272,0
15736112,0
15749851,3
15663478,0
15592300,2
15567832,2
15776780,2
15592846,2
15739803,1
15794142,3
15762729,2
15667896,0
15626578,1
15776223,0
15705953,2
15802593,1
15615457,2
15708916,1
15720187,2
15595440,0
15600651,1
15750141,1
15657284,0
15763063,2
15709324,1
15711309,2
15775318,3
15705515,2
15634844,2
15717046,1
15571816,0
15670080,3
15800440,3
15665678,0
15665956,2
15788126,0
15811773,1
15651674,3
15689614,0
15795564,0
15706647,1
15728505,0
15730076,2
15622003,2
15607312,1
15644753,0
15653620,1
15761986,2
15633922,3
15734674,2
15658032,1
15692671,1
15737741,3
15576352,3
15753719,2
15803689,3
15718057,3
15722010,2
15680998,0
15614782,2
15591047,3
15788291,0
15604044,2
15679587,0
15775153,3
15603925,3
15680970,2
15697183,1
15567446,0
15637476,3
15714939,3
15683503,1
15645569,0
15782569,3
15592387,2
15609286,0
15814035,0
15661249,3
15629117,1
15607170,1
15586585,2
15686611,3
15603203,1
15619857,0
15805062,0
15660271,0
15745295,2
15719352,2
15766575,2
15594594,0
15646161,1
15682585,2
15603134,3
15636444,0
15773456,3
15745307,3
15604119,3
15626900,0
15605447,2
15589030,1
15692463,2
15712403,2
15811762,2
15718673,2
15724282,0
15738181,3
15633648,1
15603323,3
15583725,3
15588350,3
15798398,3
15784844,2
15580684,2
15809663,0
15640078,2
15698786,2
15569807,2
15730830,1
15805112,2
15633064,1
15703119,1
15730447,1
15813850,0
15711889,2
15664610,0
15751710,0
15692926,0
15813741,3
15698474,0
15568595,0
15603065,1
15592937,0
15699637,0
15667215,1
15788659,1
15763218,3
15645772,1
15725511,3
15575024,1
15640825,0
15662397,0
15576368,3
15674991,3
15721024,3
15745621,0
15642394,1
15754605,1
15607040,2
15715142,3
15810978,1
15668886,1
15780804,3
15613880,3
15775238,3
15786905,3
15747867,3
15600337,3
15801277,0
15579334,2
15802741,2
15720649,2
15589493,2
15688251,2
15665238,3
15740900,1
15681068,0
15748625,1
15727299,0
15620204,0
15669516,1
15736534,0
15803457,1
15659098,3
15603436,3
15566292,3
15808621,0
15580148,1
15776231,0
15773809,1
15649423,3
15734886,2
15722548,3
15650288,2
15629448,2
15716164,2
15807609,1
15578977,1
15677369,3
15804072,3
15696859,3
15653780,0
15721658,0
15578761,0
15736879,3
15571973,2
15626742,0
15672692,0
15673570,3
15767432,1
15654238,2
15612525,3
15812750,0
15790757,3
15723873,3
15744607,2
15612966,3
15784209,0
15794278,0
15766741,3
15661036,1
15705639,2
15637414,3
15716835,0
15696231,0
15641675,3
15670755,1
15640059,1
15787619,3
15587535,2
15813034,0
15698839,0
15790314,3
15634245,2
15677305,0
15661526,2
15685997,2
15660101,2
15637979,2
15815364,1
15647099,2
15625944,0
15583212,2
15582741,2
15637876,3
15622750,2
15672056,1
15812351,2
15810864,3
15677921,3
15724296,3
15685329,3
15584091,3
15640442,3
15639314,3
15685320,3
15789158,2
15752137,0
15712551,2
15628936,3
15797227,1
15769974,3
15737051,1
15585595,3
15654060,3
15745196,3
15571221,0
15660155,3
15605284,1
15694366,3
15600739,1
15653253,0
15763431,0
15643696,1
15707473,2
15769504,0
15776807,2
15686870,3
15668747,3
15766908,2
15570134,0
15567367,3
15747542,1
15762238,3
15681554,0
15712825,3
15640280,3
15756026,3
15613319,3
15798906,1
15708917,0
15778463,2
15699430,1
15649992,3
15578980,1
15775306,1
15641655,3
15619708,2
15734565,1
15806438,3
15591969,0
15747807,2
15596939,2
15716155,3
15765311,2
15757811,3
15603830,1
15660602,0
15660535,1
15666633,1
15596914,0
15639788,1
15695846,1
15726234,3
15797964,0
15625881,0
15780628,3
15575883,2
15585036,1
15589488,0
15585888,3
15727915,3
15707567,3
15737792,3
15599433,3
15672012,2
15806983,2
15592222,3
15608968,3
15586959,1
15646558,0
15725811,3
15572265,2
15794048,3
15677610,0
15745012,1
15601589,3
15686436,1
15693864,2
15760550,3
15686137,0
15809087,1
15807663,2
15809100,2
15794916,0
15614215,3
15805449,3
15686983,3
15808017,0
15756804,2
15646810,2
15710424,0
15799422,0
15692750,1
15794549,0
15803764,1
15674840,3
15653762,3
15581229,3
15800228,1
15656333,2
15697497,0
15585362,2
15571928,1
15785519,2
15743007,2
15777211,0
15721935,1
15591711,2
15625021,1
15702968,0
15600462,3
15768104,3
15780140,1
15585255,2
15772781,1
15669987,2
15697000,0
15733119,1
15782390,2
15654700,2
15632210,2
15642041,2
15709737,3
15792388,0
15786014,2
15794580,3
15675964,0
15814275,0
15724848,2
15754713,0
15693814,1
15599660,0
15746490,0
15566091,2
15655961,2
15710404,0
15775625,2
15792328,0
15719856,0
15593773,3
15733114,1
15797748,3
15743411,2
15753337,1
15601026,0
15658485,0
15636731,0
15628303,0
15633461,0
15677135,0
15590876,3
15790782,3
15700476,0
15634141,2
15737795,3
15790299,1
15675316,3
15613630,0
15662100,3
15668032,0
15599289,2
15754084,0
15676521,3
15804586,2
15781465,2
15729362,2
15709295,0
15745324,2
15741336,0
15783659,0
15620981,3
15630328,0
15785899,2
15606149,3
15671139,0
15660429,3
15571002,3
15631681,3
15731522,1
15619529,3
15628034,0
15686164,0
15582797,2
15753831,0
15731815,1
15580956,0
15602084,0
15589805,0
15720893,3
15641009,3
15605926,3
15805955,0
15801488,1
15605918,3
15779711,3
15705620,2
15685357,3
15570060,2
15582616,1
15799515,2
15642937,1
15624729,3
15566156,3
15792360,1
15807008,3
15704770,3
15756475,0
15655339,2
15613749,2
15664521,0
15681206,2
15745527,2
15806926,0
15724563,3
15782899,3
15623521,2
15810218,1
15645621,3
15608114,3
15659557,0
15787772,3
15691111,2
15592089,1
15633897,1
15701301,3
15723685,2
15701602,3
15739189,1
15573086,0
15569050,2
15750765,0
15799811,2
15698442,0
15655274,3
15603594,1
15585961,3
15686936,0
15770424,2
15587451,2
15602010,2
15600583,2
15654673,2
15717164,0
15765014,3
15682639,1
15729279,2
15759805,1
15767864,3
15769948,3
15686345,1
15688071,0
15681174,3
15667521,3
15750243,3
15695475,3
15689176,3
15652955,2
15668958,2
15631054,1
15581479,0
15577478,0
15780870,0
15692317,1
15593969,2
15570417,1
15779059,0
15785980,2
15644200,2
15793949,2
15645103,2
15705860,2
15623828,3
15715003,0
15623471,2
15798348,0
15743016,2
15769499,1
15798521,1
15706534,3
15706186,3
15812197,3
15650933,2
15692991,1
15631189,2
15762198,0
15699598,1
15692744,3
15688963,0
15599131,2
15680303,2
15628674,2
15648075,2
15586970,0
15625698,3
15790497,3
15682618,0
15762937,0
15750929,1
15729832,2
15633650,0
15748856,0
15589195,3
15699911,2
15663438,2
15692583,1
15591257,1
15646513,2
15708063,3
15696098,1
15645517,1
15649744,0
15604304,0
15784092,0
15585198,3
15624347,1
15621687,1
15689081,2
15813168,1
15604295,1
15724127,3
15673055,1
15768201,0
15782219,1
15746410,1
15780144,2
15590476,1
15624293,2
15618182,3
15660316,3
15678886,2
15616330,1
15592229,0
15798424,0
15714750,3
15648800,2
15626147,3
15626608,3
15723250,1
15592583,3
15759381,0
15585241,2
15589358,2
15672704,1
15789955,3
15596800,0
15627305,2
15645316,0
15593973,2
15647301,0
15750258,2
15685309,0
15628205,3
15733974,2
15762110,1
15706899,1
15732660,0
15656121,3
15614220,3
15645269,1
15698510,2
15569247,3
15566251,2
15716134,0
15763625,1
15605965,1
15694821,3
15601688,2
15575581,2
15671209,1
15616529,0
15773906,3
15722993,3
15752463,3
15589754,3
15669899,3
15766887,0
15768006,2
15741295,1
15811327,3
15690007,2
15690664,1
15719348,2
15781802,2
15752731,2
15600997,3
15750776,0
15723907,3
15633419,2
15702430,0
15710456,1
15650351,0
15590820,3
15640454,3
15697789,0
15808182,2
15588670,2
15721292,1
15604217,3
15651369,1
15782454,0
15814032,3
15570326,1
15624428,0
15755638,0
15600992,1
15755649,2
15795228,0
15589257,0
15719302,0
15639882,2
15791279,0
15636935,1
15686909,3
15589572,2
15779947,1
15573769,1
15578866,0
15739131,2
15813444,1
15678058,2
15769169,3
15804602,3
15651052,2
15724334,2
15569451,0
15650098,1
15724307,3
15599268,1
15594864,0
15616451,0
15715667,3
15658969,1
15738174,3
15813590,1
15624229,1
15674148,2
15625080,2
15682528,3
15696900,0
15730038,3
15812272,0
15654654,0
15697625,2
15616280,2
15654229,3
15628298,2
15733387,0
15775572,2
15613844,2
15578515,1
15607598,1
15742480,3
15749482,2
15607537,2
15575410,2
15684865,0
15600700,0
15774155,0
15634267,1
15619626,3
15660422,1
15617934,0
15760774,0
15813132,0
15593331,3
15616709,3
15658052,2
15721189,1
15711288,1
15770030,1
15803681,1
15702789,0
15814930,2
15658306,0
15699523,2
15610383,1
15615032,1
15781989,2
15647402,1
15740494,1
15701265,3
15743532,2
15794870,2
15747591,3
15726557,3
15732199,3
15662291,1
15749050,2
15781586,0
15617078,2
15723339,0
15671322,2
15793854,0
15756539,3
15612064,1
15625916,2
15683195,0
15690182,2
15721719,0
15641690,3
15634896,3
15671590,1
15779182,3
15778287,1
15609510,3
15742229,3
15658532,0
15590993,3
15565701,3
15597239,2
15688880,2
15813917,2
15679611,3
15636589,1
15687752,3
15584363,0
15737748,3
15803365,3
15793247,1
15572360,3
15795166,0
15724620,2
15800856,0
15671097,1
15683930,2
15749004,2
15800434,3
15709117,0
15638806,3
15662294,0
15690079,3
15759317,0
15750497,0
15596181,0
15576602,1
15644833,2
15734634,3
15808689,1
15720702,2
15665077,1
15763612,3
15596493,1
15704483,3
15598846,2
15629244,3
15765537,0
15729975,3
15682773,2
15688007,0
15574331,3
15645572,2
15742854,1
15575417,0
15796721,0
15734942,2
15664772,0
15576683,2
15682563,2
15650889,2
15612108,0
15761132,0
15645511,0
15609824,1
15640268,0
15645778,2
15691104,2
15714567,3
15777826,0
15668445,1
15576162,0
15778135,2
15613141,0
15635435,3
15596552,0
15623644,1
15683403,3
15615029,0
15769005,0
15746326,3
15722364,0
15704954,0
15694409,3
15754068,1
15683841,0
15789095,3
15719958,0
15689514,2
15621353,1
15627232,0
15745843,1
15722902,0
15791767,1
15792722,2
15723006,3
15771942,2
15774738,2
15574004,0
15587233,1
15808228,0
15682834,1
15571752,0
15743067,2
15714466,1
15617982,1
15696637,3
15690647,2
15672756,3
15704586,3
15674526,0
15775295,3
15684196,2
15727281,1
15787835,0
15730540,2
15646276,2
15582180,0
15697095,1
15748797,2
15754796,0
15628947,3
15775546,1
15670481,3
15619029,1
15613282,2
15721487,0
15797276,2
15612494,2
15629617,3
15600821,0
15579062,3
15814268,2
15710164,3
15693904,3
15588986,0
15797733,3
15620507,0
15685150,0
15667651,1
15774166,3
15649280,2
15705657,0
15753969,3
15742378,2
15794874,3
15589221,0
15596671,3
15583668,3
15710206,2
15799966,3
15794560,0
15626485,0
15703143,3
15809772,2
15687959,0
15585282,3
15714993,2
15596021,1
15646615,3
15742632,3
15574068,3
15806967,0
15796334,2
15688713,0
15796179,2
15598751,1
15703019,3
15646302,2
15680855,3
15697311,0
15585367,2
15726556,3
15676242,2
15684198,1
15774882,0
15714227,0
15608653,0
15784280,3
15789546,1
15590320,3
15678385,0
15571778,2
15657085,0
15640627,1
15566211,2
15669293,3
15595067,1
15753566,2
15650391,2
15681843,2
15814846,2
15670374,1
15762332,1
15700223,0
15729956,0
15594862,3
15598782,3
15745080,2
15703399,3
15732175,3
15630725,2
15640260,0
15716822,0
15583748,1
15605968,0
15790683,3
15607713,1
15700212,3
15626710,0
15716491,3
15625824,1
15617705,3
15761976,1
15634891,2
15744517,3
15686963,2
15808189,3
15580845,3
15799156,3
15694296,2
15677049,3
15583595,0
15590146,3
15801548,0
15660833,3
15762277,3
15791302,1
15798975,3
15599956,3
15577274,2
15701200,1
15638149,2
15786199,0
15701765,3
15586974,1
15729040,1
15788676,1
15602497,3
15701333,3
15812071,3
15634375,3
15738267,0
15786800,3
15591130,3
15720662,0
15751531,1
15653595,3
15568360,0
15781210,3
15668058,2
15597131,0
15697283,1
15640953,0
15715031,3
15589660,3
15769818,3
15782736,3
15614818,3
15794014,1
15732448,0
15723411,0
15797686,0
15605950,0
15812497,2
15690678,0
15747677,0
15618926,1
15673908,0
15727944,0
15807294,0
15618581,1
15584364,2
15599552,1
15749177,3
15718779,0
15568106,3
15779481,0
15709994,3
15772777,1
15706815,0
15618018,3
15671032,0
15634281,3
15766374,0
15600991,0
15777576,3
15742613,2
15649523,1
15651063,2
15683124,3
15618314,0
15670823,2
15607133,0
15615012,2
15725141,2
15623560,0
15693018,0
15636756,1
15647474,0
15576714,1
15585047,3
15743976,0
15793881,3
15576517,0
15631072,3
15730394,3
15631460,1
15692002,0
15595282,1
15789548,1
15758035,3
15617518,0
15651802,2
15631813,1
15729668,2
15741728,0
15576676,0
15711378,1
15765520,2
15656726,0
15647842,2
15719309,3
15748718,2
15594404,2
15751158,1
15593470,0
15695129,3
15640865,0
15714080,2
15648721,1
15801466,2
15750248,2
15758726,1
15781553,2
15649121,2
15674811,1
15646037,1
15722578,0
15665695,1
15801062,3
15662955,2
15770309,3
15657386,3
15777797,0
15783955,2
15804516,2
15681758,1
15630321,1
15588248,1
15591932,2
15810347,3
15595303,0
15634950,0
15685372,0
15745827,2
15755868,3
15735222,1
15604804,0
15718944,1
15678626,3
15571550,2
15723053,3
15661528,2
15754177,3
15683544,0
15708048,2
15701109,0
15600110,2
15651533,2
15777904,1
15655574,2
15569423,1
15718106,3
15585067,0
15675501,0
15633233,2
15667134,3
15659105,2
15575409,2
15752342,1
15654851,3
15741429,0
15682356,2
15806447,0
15800229,3
15663441,2
15791991,3
15775082,3
15579706,2
15718247,1
15755722,3
15582259,1
15716994,2
15586880,0
15713854,1
15780835,0
15675896,0
15658459,1
15658057,1
15801767,1
15569178,2
15731478,3
15811236,0
15746749,1
15662758,2
15709387,0
15572093,2
15713826,3
15570205,1
15589348,0
15804610,3
15700854,2
15758836,3
15772933,0
15809006,3
15689612,3
15744614,0
15704250,3
15700255,3
15669410,3
15807595,2
15664523,2
15642833,1
15605279,1
15713644,1
15750466,2
15739054,3
15612771,0
15788483,2
15732832,1
15772892,3
15713843,3
15567993,2
15617603,0
15744983,0
15630419,2
15738828,3
15778025,3
15799479,0
15684269,2
15762745,2
15746970,1
15725024,3
15592116,1
15624391,0
15567422,1
15612627,2
15574879,3
15745107,3
15734491,1
15675320,3
15643824,3
15643438,1
15721730,1
15680727,2
15752508,0
15808846,0
15727251,3
15663489,2
15683677,0
15596414,2
15730639,2
15672132,3
15742638,3
15578603,3
15726088,0
15682533,3
15772995,2
15765694,3
15659486,2
15568963,2
15703820,2
15569410,0
15632256,3
15724466,2
15777639,3
15802501,2
15778410,3
15670702,3
15704763,0
15645544,2
15757646,1
15701121,3
15796313,2
15815660,0
15602844,3
15636238,1
15770101,0
15645543,1
15596397,1
15770525,3
15684267,0
15689980,3
15633260,3
15756471,0
15721303,3
15802256,2
15725664,3
15674851,3
15701946,3
15748947,0
15673342,1
15601008,1
15771636,3
15642002,3
15693381,3
15607691,0
15589380,0
15603846,1
15753549,3
15725355,3
15773017,1
15625641,0
15776467,1
15746451,3
15777922,0
15606841,1
15757648,3
15677173,2
15764170,2
15610446,3
15612776,1
15794122,1
15774931,0
15779247,2
15707078,3
15605263,3
15607381,2
15683471,3
15605037,3
15576085,3
15770435,0
15592994,1
15624068,3
15595221,2
15637131,1
15613471,0
15583499,0
15752816,3
15804075,2
15800517,0
15712319,3
15797389,0
15621432,3
15779390,0
15711219,0
15770498,0
15678727,2
15573893,0
15740104,3
15792649,3
15605275,3
15572467,1
15738219,1
15600710,2
15804394,2
15694188,3
15583718,0
15802478,1
15619343,2
15758813,3
15761374,0
15569209,0
15788539,2
15747222,1
15769346,2
15699634,1
15589076,3
15812338,2
15758845,3
15685844,3
15583090,1
15587581,0
15633640,0
15573741,0
15633574,2
15711455,3
15570601,0
15690925,2
15709338,0
15780746,1
15681956,1
15778190,0
15786852,0
15726494,2
15641183,2
15805312,3
15636572,1
15632575,0
15740164,0
15574947,3
15597909,2
15782574,3
15734999,2
15706593,1
15766686,2
15590268,0
15763055,3
15664754,1
15643630,1
15641043,1
15768095,3
15811314,2
15669922,1
15707114,3
15670602,3
15713479,1
15663830,1
15566958,0
15680918,2
15663921,1
15716324,0
15796969,1
15574783,1
15773487,3
15802486,1
15783398,2
15649418,0
15604588,3
15735428,3
15629078,0
15806880,0
15754999,0
15781034,3
15622017,0
15705885,1
15677382,0
15566843,0
15608387,1
15810786,1
15626983,1
15773605,1
15811261,0
15590606,1
15576644,2
15750264,0
15741554,0
15769051,3
15812198,3
15699772,2
15744105,3
15739858,0
15723720,3
15638355,3
15805637,1
15629575,2
15586243,0
15757931,1
15716023,3
15647782,2
15716609,3
15623791,2
15627262,2
15652693,3
15586993,1
15815560,0
15584930,2
15799031,1
15810457,2
15697879,2
15594902,3
15799710,3
15659651,2
15645956,2
15651713,2
15737265,3
15687310,1
15607347,3
15698321,0
15657812,1
15569187,3
15681562,0
15615456,2
15589793,2
15781884,3
15675190,3
15600734,0
15779176,3
15605286,0
15674922,0
15737506,3
15780514,2
15623647,2
15668472,3
15692416,1
15771139,2
15738318,2
15772243,3
15638463,0
15598088,1
15693468,3
15671930,1
15762268,2
15780954,1
15700174,3
15635728,3
15679283,2
15591386,1
15694192,3
15585901,1
15792329,2
15635597,1
15775880,1
15630913,3
15756680,2
15587913,1
15737605,0
15627876,2
15772601,3
15758606,3
15657107,2
15622454,0
15775803,3
15570859,0
15748381,0
15787189,3
15666055,2
15617648,0
15755678,3
15624781,0
15779497,0
15567399,0
15613656,0
15734311,1
15657214,3
15799350,3
15729970,3
15725835,3
15745543,1
15727384,3
15666916,2
15732917,2
15612050,0
15726267,3
15780124,3
15742238,2
15679024,2
15715297,0
15633612,0
15602929,3
15696703,2
15756668,0
15565779,2
15795519,3
15761477,2
15731890,3
15633043,3
15752953,3
15603088,3
15606613,2
15635939,1
15666043,0
15746190,3
15591357,0
15658716,1
15679909,1
15634262,0
15799825,1
15756875,3
15678146,3
15710743,0
15595831,0
15626684,3
15709846,2
15635459,2
15642544,3
15566494,1
15655238,3
15733429,0
15814536,3
15771702,2
15723008,0
15797160,0
15792222,3
15644765,3
15610686,3
15730868,1
15705991,3
15577078,0
15679550,1
15787655,1
15668081,1
15747980,2
15710295,2
15724443,3
15571305,2
15569503,1
15581840,1
15772262,0
15767794,0
15629338,2
15790379,0
15750684,2
15697214,1
15711015,1
15573309,1
15805303,2
15741385,0
15780254,3
15744843,3
15815626,0
15784736,2
15813412,2
15809143,0
15617617,1
15779738,0
15668669,2
15687477,2
15578908,1
15687658,1
15615020,3
15608886,3
15602551,1
15672945,2
15757408,3
15806132,0
15813022,3
15673578,2
15757916,1
15689168,3
15769216,2
15593295,0
15804814,1
15778934,3
15802351,0
15630241,0
15719561,1
15615096,1
15659931,2
15714586,3
15634949,0
15589224,3
15795990,0
15603216,1
15631201,1
15686255,3
15746594,2
15718893,2
15671609,1
15652540,3
15774857,1
15791836,1
15651554,0
15583576,3
15732740,3
15723320,2
15603851,1
15777923,3
15735719,1
15703482,2
15605835,3
15664881,2
15757568,0
15792660,2
15599722,0
15726354,2
15610355,2
15704284,2
15621893,0
15588219,2
15688619,0
15765518,2
15616931,2
15758372,1
15782591,2
15612109,0
15613712,1
15639322,2
15594349,3
15574167,0
15811842,1
15648794,2
15771211,3
15588614,2
15630698,3
15694200,3
15721426,3
15725997,2
15762138,1
15750649,1
15685706,0
15641835,3
15586821,3
15569678,2
15793842,2
15667554,1
15794479,0
15585041,3
15780650,0
15780846,3
15805260,2
15621629,0
15662151,3
15747174,0
15651585,0
15649738,1
15633108,2
15769254,3
15704746,0
15637644,3
15609562,2
15787459,3
15762902,3
15738605,0
15724889,3
15730735,1
15689147,1
15730397,0
15762169,2
15589320,0
15799211,0
15798310,0
15609998,2
15583548,2
15761763,2
15764409,0
15710161,1
15735246,3
15791700,1
15670753,0
15573876,1
15770174,2
15641114,0
15682435,2
15751788,0
15672598,0
15762803,1
15812982,3
15597901,0
15731507,3
15809826,2
15764237,3
15769917,3
15641850,2
15770974,3
15803749,0
15684999,3
15770225,1
15627484,2
15610337,2
15752488,0
15610056,3
15806049,2
15736069,2
15763662,1
15615575,1
15691723,2
15774098,3
15750808,0
15744368,0
15610594,1
15756125,2
15623277,1
15795954,2
15671969,1
15791268,3
15713655,1
15633930,2
15712849,3
15639077,1
15808784,0
15648577,0
15670345,3
15633112,2
15714397,0
15780038,2
15756305,1
15578799,0
15800326,1
15785485,3
15783958,3
15727546,1
15739576,1
15631333,2
15604782,3
15589643,0
15585533,3
15681506,1
15630551,0
15698349,1
15776631,3
15762216,2
15623927,1
15681402,0
15586264,2
15594685,3
15812945,0
15734628,1
15629323,2
15666823,1
15777553,2
15613097,3
15622217,3
15703588,2
15570835,0
15679299,3
15808044,1
15579208,1
15684951,2
15667620,1
15582960,3
15590730,1
15763747,1
15778320,3
15642787,3
15624633,0
15766765,2
15783615,1
15640161,3
15619889,2
15579166,0
15789097,3
15674880,1
15778157,2
15779064,1
15801265,2
15589204,2
15664543,3
15582714,3
15797595,0
15614034,0
15763171,0
15647266,2
15757577,1
15736656,3
15635078,3
15680141,0
15576945,2
15602034,2
15732020,3
15611029,2
15621210,0
15569222,0
15664639,3
15724223,3
15644621,2
15756056,1
15700353,1
15624388,0
15627212,0
15648005,1
15681446,0
15775888,0
15749019,0
15709928,1
15784676,2
15748116,0
15612193,2
15762984,3
15613713,0
15664204,1
15639415,2
